Sentence,Noun,Gender,Case
Wir feiern morgen den hundertsten Geburtstag meines Großvaters,Großvaters,Masc,Gen
Ich muss zur Beerdigung meiner Großmutter,Beerdigung,Fem,Dat
Ich muss zur Beerdigung meiner Großmutter,Großmutter,Fem,Gen
Mein Großvater hat drei Enkel,Großvater,Masc,Nom
Mein Großvater hat drei Enkel,Enkel,Masc,Acc
Er hat wieder den Geburtstag seiner Enkelein vergessen,Geburtstag,Masc,Acc
Er hat wieder den Geburtstag seiner Enkelein vergessen,Enkelein,Masc,Gen
Er hat seinen Eltern seine Freundin vorgestellt,Freundin,Fem,Acc
Sie hat keinen Freund,Freund,Masc,Acc
Bald ist ihr Hochzeitstag,Hochzeitstag,Masc,Nom
Er ist seit fünf Jahren verheiratet,Jahren,Neut,Dat
Sie ist mit einem Arzt verheiratet,Arzt,Masc,Dat
Die Scheidung verlief freundschaftlich,Scheidung,Fem,Nom
Er kam zur Beerdigung seines Großvaters,Beerdigung,Fem,Dat
Er kam zur Beerdigung seines Großvaters,Großvaters,Masc,Gen
Er vergisst jedes Mal den Geburtstag seiner Kinder,Mal,Neut,Acc
Er vergisst jedes Mal den Geburtstag seiner Kinder,Geburtstag,Masc,Acc
Er vergisst jedes Mal den Geburtstag seiner Kinder,Kinder,Neut,Gen
Die Geburt ist für den nächsten Monat berechnet,Geburt,Fem,Nom
Die Geburt ist für den nächsten Monat berechnet,Monat,Masc,Acc
Sie haben nicht geschafft Kinder zu bekommen,Kinder,Neut,Acc
"Er ist erst ein Jahr alt, es ist noch ein Baby",Jahr,Neut,Acc
"Er ist erst ein Jahr alt, es ist noch ein Baby",Baby,Neut,Nom
Sie haben sich nach zwanzig Jahren Ehe getrennt,Jahren,Neut,Dat
Sie haben sich nach zwanzig Jahren Ehe getrennt,Ehe,Fem,Nom
Sie haben sich nach dem Auszug ihres letzten Kindes getrennt,Auszug,Masc,Dat
Sie haben sich nach dem Auszug ihres letzten Kindes getrennt,Kindes,Neut,Gen
Ich habe Weihnachten wie jedes Jahr mit der Familie gefeiert,Weihnachten,Neut,Acc
Ich habe Weihnachten wie jedes Jahr mit der Familie gefeiert,Jahr,Neut,Acc
Ich habe Weihnachten wie jedes Jahr mit der Familie gefeiert,Familie,Fem,Dat
Ich werde Silvester mit Freunden feiern,Silvester,Neut,Acc
Ich werde Silvester mit Freunden feiern,Freunden,Masc,Dat
Familien kommen an den Feiertagen zusammen,Familien,Fem,Nom
Familien kommen an den Feiertagen zusammen,Feiertagen,Masc,Dat
"Sie leben zusammen, sind aber keine Liebespaar",Liebespaar,Neut,Nom
Sie sind seit zewi Jahren ein Paar,Jahren,Neut,Dat
Sie sind seit zewi Jahren ein Paar,Paar,Neut,Acc
Das ist eine Frage um Leben und Tod,Frage,Fem,Nom
Das ist eine Frage um Leben und Tod,Leben,Neut,Acc
Das ist eine Frage um Leben und Tod,Tod,Masc,Acc
Er ist am Tod seines Vaters zerbrochen,Tod,Masc,Dat
Er ist am Tod seines Vaters zerbrochen,Vaters,Masc,Gen
Man muss die Jugend genießen,Jugend,Fem,Acc
Die ersten Zeichen des Alters sind aufgetaucht,Zeichen,Neut,Nom
Die ersten Zeichen des Alters sind aufgetaucht,Alters,Neut,Gen
Die Grippe ist eine geläufige Krankheit,Grippe,Fem,Nom
Die Grippe ist eine geläufige Krankheit,Krankheit,Fem,Nom
Man vergisst die Freunde aus der Kindheit nicht,Freunde,Masc,Acc
Man vergisst die Freunde aus der Kindheit nicht,Kindheit,Fem,Dat
Die Jugend ist eine schwierige Phase,Jugend,Fem,Nom
Die Jugend ist eine schwierige Phase,Phase,Fem,Nom
Er ist seiner Frau treu,Frau,Fem,Dat
Er ist ihrer Untreue müde geworden,Untreue,Fem,Dat
Er betrügt seine Frau sehr häufig,Frau,Fem,Acc
Frauen tendieren dazu immer später zu heiraten,Frauen,Fem,Nom
Männer haben mehr Angst vor Bindung als Frauen,Männer,Masc,Nom
Männer haben mehr Angst vor Bindung als Frauen,Angst,Fem,Acc
Männer haben mehr Angst vor Bindung als Frauen,Bindung,Fem,Dat
Männer haben mehr Angst vor Bindung als Frauen,Frauen,Fem,Acc
Ich habe ein Schloss als Erbschaft erhalten,Schloss,Neut,Acc
Ich habe ein Schloss als Erbschaft erhalten,Erbschaft,Fem,Acc
Ich habe mein Testament geschrieben bevor ich in den Urlaub gefahren bin,Testament,Neut,Acc
Ich habe mein Testament geschrieben bevor ich in den Urlaub gefahren bin,Urlaub,Masc,Acc
Ich werde zum Notar die letzten Dokumente unterschreiben lassen gehen,Notar,Masc,Dat
Ich werde zum Notar die letzten Dokumente unterschreiben lassen gehen,Dokumente,Neut,Acc
Die Geschenke liegen unter dem Weihnachtsbaum,Geschenke,Neut,Nom
Die Geschenke liegen unter dem Weihnachtsbaum,Weihnachtsbaum,Masc,Dat
Die Nahrungsmittelpreise schwanken sehr in den letzten Jahren,Nahrungsmittelpreise,Fem,Nom
Die Nahrungsmittelpreise schwanken sehr in den letzten Jahren,Jahren,Neut,Dat
Ich mag keine Konservennahrungsmittel,Konservennahrungsmittel,Neut,Acc
Es gibt noch eine Kekspackung,Kekspackung,Fem,Acc
Seine Mutter hat einen Schokoladenkuchen vorbereitet,Mutter,Fem,Nom
Seine Mutter hat einen Schokoladenkuchen vorbereitet,Schokoladenkuchen,Masc,Acc
Man muss die Kartoffeln zerstampfen um Püree zu erhalten,Kartoffeln,Fem,Acc
Könntest du mir eine Scheibe Brot reichen?,Könntest,Masc,Nom
Könntest du mir eine Scheibe Brot reichen?,Scheibe,Fem,Acc
Könntest du mir eine Scheibe Brot reichen?,Brot,Neut,Nom
Ich weine jedes Mal wenn ich Zwiebeln schneide,Mal,Neut,Acc
Ich weine jedes Mal wenn ich Zwiebeln schneide,Zwiebeln,Neut,Acc
Es gibt noch getrocknete Kartoffeln,Kartoffeln,Fem,Acc
Die Maus hat die Hälfte der Mehlpackung gefressen,Maus,Fem,Nom
Die Maus hat die Hälfte der Mehlpackung gefressen,Hälfte,Fem,Acc
Die Maus hat die Hälfte der Mehlpackung gefressen,Mehlpackung,Fem,Gen
Es gibt zwei Knoblauchzehen im Kühlschrank,Knoblauchzehen,Neut,Acc
Es gibt zwei Knoblauchzehen im Kühlschrank,Kühlschrank,Masc,Dat
Es gibt nur noch eine Dose Erbsen,Dose,Fem,Acc
Es gibt nur noch eine Dose Erbsen,Erbsen,Fem,Acc
Kannst du den Salat waschen?,Salat,Masc,Acc
Trinkst du Fruchtsaft zum Frühstück?,Fruchtsaft,Fem,Acc
Trinkst du Fruchtsaft zum Frühstück?,Frühstück,Neut,Dat
Wir essen kein Fleisch mehr um Geld zu sparen,Fleisch,Neut,Acc
Wir essen kein Fleisch mehr um Geld zu sparen,Geld,Neut,Acc
Das Gemüse ist im Kühlschrank verkommen,Gemüse,Neut,Nom
Das Gemüse ist im Kühlschrank verkommen,Kühlschrank,Masc,Dat
Du isst nicht genug Früchte,Früchte,Fem,Acc
Fisch ist besser verdaulich als Fleisch,Fleisch,Neut,Nom
Das Rindfleisch ist teuer geworden,Rindfleisch,Neut,Nom
Ich bin gegen Meeresfrüchte allergisch,Meeresfrüchte,Fem,Acc
Wir essen Hähnchen zu Mittag,Hähnchen,Masc,Acc
Wir essen Hähnchen zu Mittag,Mittag,Masc,Dat
Trinkwasser ist eine seltene Ware in vielen Ländern,Trinkwasser,Neut,Nom
Trinkwasser ist eine seltene Ware in vielen Ländern,Ware,Fem,Nom
Trinkwasser ist eine seltene Ware in vielen Ländern,Ländern,Neut,Dat
Er hat den Apfelstrunkt in den Müll geschmissen,Apfelstrunkt,Masc,Acc
Er hat den Apfelstrunkt in den Müll geschmissen,Müll,Masc,Acc
Ich bin auf einer Bananenschale ausgerutscht,Bananenschale,Fem,Dat
"Willst du, dass ich dir eine Orange schäle?",Orange,Masc,Acc
Man müsste die Suppe aufwärmen,Suppe,Fem,Acc
China ist einer der Hauptproduzenten von Reis,Reis,Masc,Dat
Dieser Landwirt besitzt hundert Hektar Weizen,Landwirt,Masc,Nom
Dieser Landwirt besitzt hundert Hektar Weizen,Weizen,Masc,Nom
Linsen sind eine wichtige Proteinquelle,Linsen,Fem,Nom
Linsen sind eine wichtige Proteinquelle,Proteinquelle,Fem,Nom
Indien ist bekannt für seine Gewürze,Gewürze,Neut,Acc
Gib mir bitte das Salz,Gib,Neut,Nom
Gib mir bitte das Salz,Salz,Neut,Acc
"Man sollte den Pfeffer mahlen, doch leider habe ich keine Pfeffermühle",Pfeffer,Masc,Acc
"Man sollte den Pfeffer mahlen, doch leider habe ich keine Pfeffermühle",Pfeffermühle,Fem,Acc
Ist es möglich kein Paprikagewürz in das Essen zu geben?,Paprikagewürz,Fem,Acc
Ist es möglich kein Paprikagewürz in das Essen zu geben?,Essen,Neut,Acc
Das Zuckerpaket ist leer,Zuckerpaket,Neut,Nom
Die Bohnen sind nicht gar,Bohnen,Fem,Nom
Hast du die Salatsoße umgerührt?,Salatsoße,Fem,Acc
"Das Öl war ranzig geworden, es musste weggeschmissen werden",Öl,Neut,Nom
Der Essig ist sauer,Essig,Masc,Nom
Jugendliche trinken zu viel Alkohol heutzutage,Alkohol,Masc,Dat
"Das Aroma dieses Weines ist außergewöhnlich, leider ist er verkorkt",Aroma,Neut,Nom
"Das Aroma dieses Weines ist außergewöhnlich, leider ist er verkorkt",Weines,Masc,Gen
Diese Brauerei stellt exzellentes Bier her,Brauerei,Fem,Nom
Diese Brauerei stellt exzellentes Bier her,Bier,Neut,Acc
Rum wird aus Rohrzucker hergestellt,Rohrzucker,Masc,Dat
"Achtung, die Nudeln sind warm",Achtung,Fem,Nom
"Achtung, die Nudeln sind warm",Nudeln,Neut,Nom
"Der Reis ist kalt geworden, man muss ihn aufwärmen",Reis,Masc,Nom
"Dieses Gericht ist zu scharf für mich, ich schaffe nicht es aufzuessen",Gericht,Neut,Nom
Die Nudeln sind zu salzig,Nudeln,Neut,Nom
"Möchtest du ein weiches Ei, ein Spiegelei oder ein hartes Ei?",Ei,Neut,Acc
"Möchtest du ein weiches Ei, ein Spiegelei oder ein hartes Ei?",Spiegelei,Neut,Nom
"Möchtest du ein weiches Ei, ein Spiegelei oder ein hartes Ei?",Ei,Neut,Acc
"Das ist eine Süßspeise, man isst sie als Nachtisch",Süßspeise,Fem,Nom
Soll ich eine Scheibe Schinken auf dein Brot machen?,Scheibe,Fem,Acc
Soll ich eine Scheibe Schinken auf dein Brot machen?,Schinken,Masc,Acc
Soll ich eine Scheibe Schinken auf dein Brot machen?,Brot,Neut,Acc
Es sind nur noch zwei Teebeutel da,Teebeutel,Neut,Nom
Willst du entkoffeinierten Kaffee?,Kaffee,Masc,Acc
"Es gibt keinen Käse mehr, er muss wieder gekauft werden",Käse,Masc,Acc
Heute Abend essen wir geraspelte Karotten,Abend,Masc,Acc
Heute Abend essen wir geraspelte Karotten,Karotten,Fem,Acc
"Der Zucker ist geschmolzen, jetzt ist er Karamell",Zucker,Masc,Nom
Das ist ein sehr teures vegetarisches Restaurant,Restaurant,Neut,Nom
Wir lagern den Wein im Keller in Fässern,Wein,Masc,Acc
Wir lagern den Wein im Keller in Fässern,Keller,Masc,Dat
Wir lagern den Wein im Keller in Fässern,Fässern,Masc,Dat
"Dieser Senf ist sehr stark, tu nicht zu viel davon drauf",Senf,Masc,Nom
"Presse eine Zitrone, tu ein wenig Öl dazu und die Soße ist fertig",Presse,Fem,Nom
"Presse eine Zitrone, tu ein wenig Öl dazu und die Soße ist fertig",Zitrone,Fem,Acc
"Presse eine Zitrone, tu ein wenig Öl dazu und die Soße ist fertig",Öl,Neut,Acc
"Presse eine Zitrone, tu ein wenig Öl dazu und die Soße ist fertig",Soße,Fem,Nom
Sie hat die einen Kräutertee gemacht damit du besser schläfst,Kräutertee,Neut,Acc
"Dein Kaffe ist lauwarm, er wird nicht sehr lecker sein",Kaffe,Neut,Nom
Frühstücken wir auf der Terasse?,Terasse,Fem,Dat
Sie bereitet das Mittagessen zu,Mittagessen,Neut,Acc
Es gibt um acht Uhr Abendessen,Uhr,Fem,Acc
Es gibt um acht Uhr Abendessen,Abendessen,Fem,Acc
Wir bereiten Aprikosenmarmelade zu,Aprikosenmarmelade,Fem,Acc
Die Walnussschalen sind zu hart um sie mit der Hand zu knacken,Walnussschalen,Fem,Nom
Die Walnussschalen sind zu hart um sie mit der Hand zu knacken,Hand,Fem,Dat
"Man sollte die Haselnüsse knacken, aber ich habe keinen Nussknacker",Haselnüsse,Fem,Acc
"Man sollte die Haselnüsse knacken, aber ich habe keinen Nussknacker",Nussknacker,Masc,Acc
Öffne die Kokosnuss um den Saft zu trinken,Öffne,Fem,Nom
Öffne die Kokosnuss um den Saft zu trinken,Saft,Masc,Acc
Die Dorfbewohner haben uns Datteln geschenkt,Dorfbewohner,Masc,Nom
Die Dorfbewohner haben uns Datteln geschenkt,Datteln,Fem,Acc
DIe Bienen umschwirren die Weintrauben,Bienen,Fem,Nom
DIe Bienen umschwirren die Weintrauben,Weintrauben,Masc,Acc
Die getrockneten Feigen sind eine regionale Spezialität,Feigen,Fem,Nom
Die getrockneten Feigen sind eine regionale Spezialität,Spezialität,Fem,Nom
In wieviele Teile soll ich die Melone schneiden?,Teile,Neut,Acc
In wieviele Teile soll ich die Melone schneiden?,Melone,Neut,Acc
Diese Wassermelonen haben nicht sehr viel Geschmack,Wassermelonen,Fem,Nom
Diese Wassermelonen haben nicht sehr viel Geschmack,Geschmack,Masc,Acc
Man schmeckt den Zimtgeschmack kaum,Zimtgeschmack,Masc,Acc
Der Kümmel bewirkt die gelbe Farbe des Curry,Kümmel,Masc,Nom
Der Kümmel bewirkt die gelbe Farbe des Curry,Farbe,Fem,Nom
"Es ist der Koriander, der dem Gericht seinen Geschmack gibt",Koriander,Masc,Nom
"Es ist der Koriander, der dem Gericht seinen Geschmack gibt",Gericht,Neut,Dat
"Es ist der Koriander, der dem Gericht seinen Geschmack gibt",Geschmack,Masc,Acc
Vanilleschoten werden mit der Hand geerntet,Vanilleschoten,Fem,Nom
Vanilleschoten werden mit der Hand geerntet,Hand,Fem,Dat
Sie versucht weniger Sodawasser zu trinken,Sodawasser,Neut,Acc
"Ich hätte gerne Mineralwasser, bitte",Mineralwasser,Neut,Acc
Diese Bauern produzieren ihren eigenen Likör,Bauern,Masc,Nom
Diese Bauern produzieren ihren eigenen Likör,Likör,Masc,Acc
Das Herz der Artischocke ist der beliebteste Teil der Artischocke,Herz,Neut,Nom
Das Herz der Artischocke ist der beliebteste Teil der Artischocke,Artischocke,Fem,Gen
Das Herz der Artischocke ist der beliebteste Teil der Artischocke,Teil,Masc,Nom
Das Herz der Artischocke ist der beliebteste Teil der Artischocke,Artischocke,Fem,Gen
Er mag keine Spargel,Spargel,Masc,Acc
Die Schalotte ähnelt ein wenig einer Zwiebel,Schalotte,Fem,Nom
Die Schalotte ähnelt ein wenig einer Zwiebel,Zwiebel,Masc,Nom
Möchtest du dein Toast stark getoastet?,Toast,Masc,Acc
Da sind Brotkrümel auf dem Tisch,Brotkrümel,Masc,Nom
Da sind Brotkrümel auf dem Tisch,Tisch,Masc,Dat
Der Käse muss in feine Scheiben geschnitten werden,Käse,Masc,Nom
Der Käse muss in feine Scheiben geschnitten werden,Scheiben,Fem,Acc
In wieviele Stücke soll ich den Kuchen schneiden?,Stücke,Neut,Acc
In wieviele Stücke soll ich den Kuchen schneiden?,Kuchen,Masc,Acc
"Dieses Gericht ist zu fettig für mich, ich werde ihn nicht schaffen aufzuessen",Gericht,Neut,Nom
Er kann sehr guten Apfelkuchen machen,Apfelkuchen,Fem,Dat
Morgens bringt er ihr Croissants ans Bett,Croissants,Neut,Acc
Morgens bringt er ihr Croissants ans Bett,Bett,Neut,Acc
Hast du schon das Johannisbeergelee probiert?,Johannisbeergelee,Neut,Acc
Die Hefe aus der Bäckerei ist besser als die chemische Hefe,Hefe,Masc,Nom
Die Hefe aus der Bäckerei ist besser als die chemische Hefe,Bäckerei,Fem,Dat
Die Hefe aus der Bäckerei ist besser als die chemische Hefe,Hefe,Masc,Nom
Man muss den Teig aufgehen lassen,Teig,Masc,Acc
Ich bereite den Teig für den Tortenboden selbst zu,Teig,Masc,Acc
Ich bereite den Teig für den Tortenboden selbst zu,Tortenboden,Masc,Acc
Wir werden im Garten ein Barbecue machen,Garten,Masc,Dat
Wir werden im Garten ein Barbecue machen,Barbecue,Neut,Acc
"Die Kohle zündet nicht, man muss Brennspiritus dazugeben",Kohle,Fem,Nom
"Die Kohle zündet nicht, man muss Brennspiritus dazugeben",Brennspiritus,Masc,Acc
Vermischen Sie das Mehl mit den Eigelben,Mehl,Neut,Acc
Vermischen Sie das Mehl mit den Eigelben,Eigelben,Masc,Dat
"Nachdem der Deckel draufgetan ist, lassen Sie es 20 Minuten bei leichter Hitze kochen",Deckel,Masc,Nom
"Nachdem der Deckel draufgetan ist, lassen Sie es 20 Minuten bei leichter Hitze kochen",Minuten,Fem,Acc
"Nachdem der Deckel draufgetan ist, lassen Sie es 20 Minuten bei leichter Hitze kochen",Hitze,Fem,Dat
Man muss die Kartoffeln zerdrücken um Püree daraus zu machen,Kartoffeln,Fem,Acc
Du solltest das Fleisch länger braten,Fleisch,Neut,Acc
Ich mag gebratenes Fleisch nicht so gerne,Fleisch,Neut,Acc
"Man muss die Minze zerstoßen, um ihren Geschmack hervorzubringen",Minze,Fem,Acc
"Man muss die Minze zerstoßen, um ihren Geschmack hervorzubringen",Geschmack,Masc,Acc
Ich werde einen Minztee nehmen,Minztee,Masc,Acc
Tu ein bisschen Crème fraîche in die Soße,Soße,Fem,Acc
Man muss noch Petersielie in den Salat tun,Petersielie,Fem,Acc
Man muss noch Petersielie in den Salat tun,Salat,Masc,Acc
Zwiebeln sind besser gebraten,Zwiebeln,Fem,Nom
Seine Poreetorte ist sehr lecker,Poreetorte,Fem,Nom
Kannst du die Paprika in Scheiben schneiden?,Paprika,Neut,Acc
Kannst du die Paprika in Scheiben schneiden?,Scheiben,Fem,Dat
Spinat ist sehr reichhaltig an Eisen,Spinat,Masc,Nom
Spinat ist sehr reichhaltig an Eisen,Eisen,Neut,Dat
"Die Avokados werden kaputt gehen, wenn wir sie nicht heute essen",Avokados,Neut,Nom
Reich mir bitte eine Scheibe Wurst,Scheibe,Fem,Acc
Reich mir bitte eine Scheibe Wurst,Wurst,Fem,Nom
Diese Wurst ist eine deutsche Spezialität,Wurst,Fem,Nom
Diese Wurst ist eine deutsche Spezialität,Spezialität,Fem,Nom
"Zwei Portionen Pommes Frites, bitte",Portionen,Fem,Nom
Willst du dein Steak blutig oder gar?,Steak,Neut,Acc
Ich habe eine ganze Kiste Fischgut gekauft,Kiste,Fem,Acc
Ich habe eine ganze Kiste Fischgut gekauft,Fischgut,Neut,Acc
Schäl die Birne bevor du sie isst,Schäl,Masc,Nom
Schäl die Birne bevor du sie isst,Birne,Masc,Acc
Diese Mandarine ist nicht reif genug,Mandarine,Fem,Nom
Wir machen Tee aus Kirschstielen,Tee,Masc,Acc
Wir machen Tee aus Kirschstielen,Kirschstielen,Fem,Dat
Das Körbchen Erdbeeren kostet einen Euro,Körbchen,Neut,Nom
Das Körbchen Erdbeeren kostet einen Euro,Erdbeeren,Neut,Nom
Das Körbchen Erdbeeren kostet einen Euro,Euro,Masc,Acc
Himbeeren machen hartnäckige Flecken auf die Klamotten,Himbeeren,Fem,Nom
Himbeeren machen hartnäckige Flecken auf die Klamotten,Flecken,Masc,Nom
Himbeeren machen hartnäckige Flecken auf die Klamotten,Klamotten,Fem,Acc
Heidelbeeren sind Beeren,Heidelbeeren,Neut,Nom
Heidelbeeren sind Beeren,Beeren,Masc,Dat
Die Keule kocht gerade,Keule,Fem,Nom
Die Mangosaison hat angefangen,Mangosaison,Fem,Nom
Die Maracujacreme ist eine wahre Köstlichkeit,Maracujacreme,Neut,Nom
Die Maracujacreme ist eine wahre Köstlichkeit,Köstlichkeit,Fem,Nom
Ihre Spezialität ist das Mousse au chocolat,Spezialität,Fem,Nom
Ihre Spezialität ist das Mousse au chocolat,Mousse,Neut,Nom
Ich mag lieber Naturjoghurt,Naturjoghurt,Masc,Nom
Zum Fisch muss man Weißwein trinken,Fisch,Masc,Dat
Zum Fisch muss man Weißwein trinken,Weißwein,Masc,Acc
Magst du lieber Rot-oder Weißwein?,Rot-oder,Masc,Nom
Er hat eine Flasche Rosé mitgenommen,Flasche,Fem,Acc
Machen wir eine kleine Flasche Cidre auf?,Flasche,Fem,Acc
Nach drei vollen Gläsern Wodka war er nicht mehr er selbst,Gläsern,Neut,Dat
Nach drei vollen Gläsern Wodka war er nicht mehr er selbst,Wodka,Fem,Nom
Das ist ein Cocktail auf Basis von Cachaça,Cocktail,Masc,Nom
Das ist ein Cocktail auf Basis von Cachaça,Basis,Fem,Dat
Ich hatte gerne ein Bündel Schnittlauch,Bündel,Neut,Acc
Ich hatte gerne ein Bündel Schnittlauch,Schnittlauch,Masc,Nom
Sauerkraut wird unter anderem aus Kohl gemacht,Sauerkraut,Neut,Nom
"Ich suche ein Rezept, das auf Blumenkohl beruht",Rezept,Neut,Acc
"Ich suche ein Rezept, das auf Blumenkohl beruht",Blumenkohl,Masc,Acc
Wir stellen Treibstoff auf Rübenbasis her,Treibstoff,Masc,Acc
Wir stellen Treibstoff auf Rübenbasis her,Rübenbasis,Fem,Dat
Moussaka wird aus Auberginen hergestellt,Auberginen,Fem,Dat
Die Gurke muss in feine Scheiben geschnitten werden,Gurke,Neut,Nom
Die Gurke muss in feine Scheiben geschnitten werden,Scheiben,Fem,Acc
Entkerne den Kürbis bevor du ihn kochst,Entkerne,Masc,Nom
Entkerne den Kürbis bevor du ihn kochst,Kürbis,Masc,Acc
Man sollte die Zucchini braten,Zucchini,Fem,Acc
Soja ist ein Grundnahrungsmittel für Tiere,Grundnahrungsmittel,Neut,Nom
Soja ist ein Grundnahrungsmittel für Tiere,Tiere,Neut,Acc
Pferde fressen Hafer,Pferde,Neut,Nom
Pferde fressen Hafer,Hafer,Masc,Gen
Unsere Kopfsalate haben sehr gute Qualität,Kopfsalate,Neut,Nom
Unsere Kopfsalate haben sehr gute Qualität,Qualität,Fem,Acc
Ihr Bruder ist gegen Mandeln allergisch,Bruder,Masc,Nom
Ihr Bruder ist gegen Mandeln allergisch,Mandeln,Neut,Dat
Der Affe knackt die Erdnüsse,Affe,Masc,Nom
Der Affe knackt die Erdnüsse,Erdnüsse,Fem,Nom
Der Arzt hat eine falsche Diagnose gestellt,Arzt,Masc,Nom
Der Arzt hat eine falsche Diagnose gestellt,Diagnose,Fem,Acc
Die Apotheke liefert kein Morphin ohne Rezept,Apotheke,Fem,Nom
Die Apotheke liefert kein Morphin ohne Rezept,Morphin,Neut,Nom
Die Apotheke liefert kein Morphin ohne Rezept,Rezept,Neut,Acc
Dieses Medikament Wird nur auf Rezept ausgegeben,Medikament,Neut,Nom
Dieses Medikament Wird nur auf Rezept ausgegeben,Rezept,Neut,Acc
Antibiotika wirken nicht gegen Viren,Antibiotika,Neut,Nom
Antibiotika wirken nicht gegen Viren,Viren,Neut,Acc
Dieser Virus ist nicht sehr ansteckend,Virus,Masc,Nom
Das Bakterium Helicobacter pilori entsteht im Magen,Bakterium,Neut,Nom
Das Bakterium Helicobacter pilori entsteht im Magen,Magen,Masc,Dat
Der Schmerz ist lediglich eine Information,Schmerz,Masc,Nom
Der Schmerz ist lediglich eine Information,Information,Fem,Nom
Die Katze hat eine Verbrennung zweiten Grades,Katze,Fem,Nom
Die Katze hat eine Verbrennung zweiten Grades,Verbrennung,Fem,Acc
Die Katze hat eine Verbrennung zweiten Grades,Grades,Masc,Gen
Sie haben ihm ein schmerzlindernde Injektion gegeben,Injektion,Fem,Nom
Das Krankenhaus ist in Medikamentennot,Krankenhaus,Neut,Nom
Sein Schnitt ist dank der Antibiotika nicht infiziert,Schnitt,Masc,Nom
Sein Schnitt ist dank der Antibiotika nicht infiziert,Antibiotika,Neut,Gen
Man musste schon wegen eines einfachen Schnitts in die Notaufnahme gehen,Schnitts,Masc,Gen
