Sentence,Question,Options,Correct Answer
The airport is located approximatively 50 kilometers away from the city.,Is the word 'airport' a noun or a pronoun?,"Noun, Pronoun",Noun
The airport is located approximatively 50 kilometers away from the city.,Is the word 'kilometers' a noun or a pronoun?,"Noun, Pronoun",Noun
The airport is located approximatively 50 kilometers away from the city.,Is the word 'city' a noun or a pronoun?,"Noun, Pronoun",Noun
There is a small aerodrome where you can land if you want to.,Is the word 'There' a noun or a pronoun?,"Noun, Pronoun",Pronoun
There is a small aerodrome where you can land if you want to.,Is the word 'aerodrome' a noun or a pronoun?,"Noun, Pronoun",Noun
There is a small aerodrome where you can land if you want to.,Is the word 'you' a noun or a pronoun?,"Noun, Pronoun",Pronoun
There is a small aerodrome where you can land if you want to.,Is the word 'you' a noun or a pronoun?,"Noun, Pronoun",Pronoun
The harbour was closed because of the storm.,Is the word 'harbour' a noun or a pronoun?,"Noun, Pronoun",Noun
The harbour was closed because of the storm.,Is the word 'storm' a noun or a pronoun?,"Noun, Pronoun",Noun
"The police station was dynamited once more, but there was no casualties.",Is the word 'police' a noun or a pronoun?,"Noun, Pronoun",Noun
"The police station was dynamited once more, but there was no casualties.",Is the word 'station' a noun or a pronoun?,"Noun, Pronoun",Noun
"The police station was dynamited once more, but there was no casualties.",Is the word 'there' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"The police station was dynamited once more, but there was no casualties.",Is the word 'casualties' a noun or a pronoun?,"Noun, Pronoun",Noun
"As the parade was about to begin, there was a lot of unrest in the barracks.",Is the word 'parade' a noun or a pronoun?,"Noun, Pronoun",Noun
"As the parade was about to begin, there was a lot of unrest in the barracks.",Is the word 'there' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"As the parade was about to begin, there was a lot of unrest in the barracks.",Is the word 'lot' a noun or a pronoun?,"Noun, Pronoun",Noun
"As the parade was about to begin, there was a lot of unrest in the barracks.",Is the word 'unrest' a noun or a pronoun?,"Noun, Pronoun",Noun
"As the parade was about to begin, there was a lot of unrest in the barracks.",Is the word 'barracks' a noun or a pronoun?,"Noun, Pronoun",Noun
The fire department is around the corner.,Is the word 'fire' a noun or a pronoun?,"Noun, Pronoun",Noun
The fire department is around the corner.,Is the word 'department' a noun or a pronoun?,"Noun, Pronoun",Noun
The fire department is around the corner.,Is the word 'corner' a noun or a pronoun?,"Noun, Pronoun",Noun
They go to church every Sunday.,Is the word 'They' a noun or a pronoun?,"Noun, Pronoun",Pronoun
They go to church every Sunday.,Is the word 'church' a noun or a pronoun?,"Noun, Pronoun",Noun
The temple is for devotees only.,Is the word 'temple' a noun or a pronoun?,"Noun, Pronoun",Noun
The temple is for devotees only.,Is the word 'devotees' a noun or a pronoun?,"Noun, Pronoun",Noun
A mosque was inaugurated last week.,Is the word 'mosque' a noun or a pronoun?,"Noun, Pronoun",Noun
A mosque was inaugurated last week.,Is the word 'week' a noun or a pronoun?,"Noun, Pronoun",Noun
The embassy staff was evacuated by helicopter.,Is the word 'embassy' a noun or a pronoun?,"Noun, Pronoun",Noun
The embassy staff was evacuated by helicopter.,Is the word 'staff' a noun or a pronoun?,"Noun, Pronoun",Noun
The embassy staff was evacuated by helicopter.,Is the word 'helicopter' a noun or a pronoun?,"Noun, Pronoun",Noun
The consulate is closed on weekends.,Is the word 'consulate' a noun or a pronoun?,"Noun, Pronoun",Noun
The consulate is closed on weekends.,Is the word 'weekends' a noun or a pronoun?,"Noun, Pronoun",Noun
The post offices closes at 4.30 p.m.,Is the word 'post' a noun or a pronoun?,"Noun, Pronoun",Noun
The post offices closes at 4.30 p.m.,Is the word 'offices' a noun or a pronoun?,"Noun, Pronoun",Noun
The post offices closes at 4.30 p.m.,Is the word 'p.m.' a noun or a pronoun?,"Noun, Pronoun",Noun
"Your son refuses to go to school, as usual.",Is the word 'Your' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"Your son refuses to go to school, as usual.",Is the word 'son' a noun or a pronoun?,"Noun, Pronoun",Noun
"Your son refuses to go to school, as usual.",Is the word 'school' a noun or a pronoun?,"Noun, Pronoun",Noun
I have little memory of high school.,Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
I have little memory of high school.,Is the word 'memory' a noun or a pronoun?,"Noun, Pronoun",Noun
I have little memory of high school.,Is the word 'school' a noun or a pronoun?,"Noun, Pronoun",Noun
"Like every year, the university is on strike.",Is the word 'year' a noun or a pronoun?,"Noun, Pronoun",Noun
"Like every year, the university is on strike.",Is the word 'university' a noun or a pronoun?,"Noun, Pronoun",Noun
"Like every year, the university is on strike.",Is the word 'strike' a noun or a pronoun?,"Noun, Pronoun",Noun
Are we going to the club tonight?,Is the word 'we' a noun or a pronoun?,"Noun, Pronoun",Pronoun
Are we going to the club tonight?,Is the word 'club' a noun or a pronoun?,"Noun, Pronoun",Noun
Are we going to the club tonight?,Is the word 'tonight' a noun or a pronoun?,"Noun, Pronoun",Noun
"Tonight, all museums are open, let's make the most of it.",Is the word 'Tonight' a noun or a pronoun?,"Noun, Pronoun",Noun
"Tonight, all museums are open, let's make the most of it.",Is the word 'museums' a noun or a pronoun?,"Noun, Pronoun",Noun
"Tonight, all museums are open, let's make the most of it.",Is the word ''s' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"Tonight, all museums are open, let's make the most of it.",Is the word 'it' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"Give me your address , I would like to write you a letter.",Is the word 'me' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"Give me your address , I would like to write you a letter.",Is the word 'your' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"Give me your address , I would like to write you a letter.",Is the word 'address' a noun or a pronoun?,"Noun, Pronoun",Noun
"Give me your address , I would like to write you a letter.",Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"Give me your address , I would like to write you a letter.",Is the word 'you' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"Give me your address , I would like to write you a letter.",Is the word 'letter' a noun or a pronoun?,"Noun, Pronoun",Noun
Skyscrappers are imposing.,Is the word 'Skyscrappers' a noun or a pronoun?,"Noun, Pronoun",Noun
I would like to rent a flat but it is really expensive.,Is the word 'I' a noun or a pronoun?,"Noun, Pronoun",Pronoun
I would like to rent a flat but it is really expensive.,Is the word 'it' a noun or a pronoun?,"Noun, Pronoun",Pronoun
The cemetary has been closed to the public.,Is the word 'public' a noun or a pronoun?,"Noun, Pronoun",Noun
He paid her ticket for the cinema that evening.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He paid her ticket for the cinema that evening.,Is the word 'her' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He paid her ticket for the cinema that evening.,Is the word 'ticket' a noun or a pronoun?,"Noun, Pronoun",Noun
He paid her ticket for the cinema that evening.,Is the word 'cinema' a noun or a pronoun?,"Noun, Pronoun",Noun
He paid her ticket for the cinema that evening.,Is the word 'evening' a noun or a pronoun?,"Noun, Pronoun",Noun
We are going to the theater with your brother tomorrow.,Is the word 'We' a noun or a pronoun?,"Noun, Pronoun",Pronoun
We are going to the theater with your brother tomorrow.,Is the word 'theater' a noun or a pronoun?,"Noun, Pronoun",Noun
We are going to the theater with your brother tomorrow.,Is the word 'your' a noun or a pronoun?,"Noun, Pronoun",Pronoun
We are going to the theater with your brother tomorrow.,Is the word 'brother' a noun or a pronoun?,"Noun, Pronoun",Noun
We are going to the theater with your brother tomorrow.,Is the word 'tomorrow' a noun or a pronoun?,"Noun, Pronoun",Noun
The kiosk opens only at 8 a.m.,Is the word 'kiosk' a noun or a pronoun?,"Noun, Pronoun",Noun
They sat at the terrace of a café.,Is the word 'They' a noun or a pronoun?,"Noun, Pronoun",Pronoun
They sat at the terrace of a café.,Is the word 'terrace' a noun or a pronoun?,"Noun, Pronoun",Noun
They sat at the terrace of a café.,Is the word 'café' a noun or a pronoun?,"Noun, Pronoun",Noun
"Do not throw papers into the gutter, there is a dust bin here.",Is the word 'papers' a noun or a pronoun?,"Noun, Pronoun",Noun
"Do not throw papers into the gutter, there is a dust bin here.",Is the word 'gutter' a noun or a pronoun?,"Noun, Pronoun",Noun
"Do not throw papers into the gutter, there is a dust bin here.",Is the word 'there' a noun or a pronoun?,"Noun, Pronoun",Pronoun
"Do not throw papers into the gutter, there is a dust bin here.",Is the word 'dust' a noun or a pronoun?,"Noun, Pronoun",Noun
"Do not throw papers into the gutter, there is a dust bin here.",Is the word 'bin' a noun or a pronoun?,"Noun, Pronoun",Noun
She tried to jump over the fence.,Is the word 'She' a noun or a pronoun?,"Noun, Pronoun",Pronoun
She tried to jump over the fence.,Is the word 'fence' a noun or a pronoun?,"Noun, Pronoun",Noun
The post office is at the corner of this avenue and of the next street.,Is the word 'post' a noun or a pronoun?,"Noun, Pronoun",Noun
The post office is at the corner of this avenue and of the next street.,Is the word 'office' a noun or a pronoun?,"Noun, Pronoun",Noun
The post office is at the corner of this avenue and of the next street.,Is the word 'corner' a noun or a pronoun?,"Noun, Pronoun",Noun
The post office is at the corner of this avenue and of the next street.,Is the word 'avenue' a noun or a pronoun?,"Noun, Pronoun",Noun
The post office is at the corner of this avenue and of the next street.,Is the word 'street' a noun or a pronoun?,"Noun, Pronoun",Noun
The yard is going to last for the entire summer.,Is the word 'yard' a noun or a pronoun?,"Noun, Pronoun",Noun
The yard is going to last for the entire summer.,Is the word 'summer' a noun or a pronoun?,"Noun, Pronoun",Noun
The workings are going to last until september.,Is the word 'workings' a noun or a pronoun?,"Noun, Pronoun",Noun
The road is cut due to diluvian rains.,Is the word 'road' a noun or a pronoun?,"Noun, Pronoun",Noun
The road is cut due to diluvian rains.,Is the word 'rains' a noun or a pronoun?,"Noun, Pronoun",Noun
A fire broke out at the ninth floor.,Is the word 'fire' a noun or a pronoun?,"Noun, Pronoun",Noun
A fire broke out at the ninth floor.,Is the word 'floor' a noun or a pronoun?,"Noun, Pronoun",Noun
The swimming pool staff is on strike.,Is the word 'swimming' a noun or a pronoun?,"Noun, Pronoun",Noun
The swimming pool staff is on strike.,Is the word 'pool' a noun or a pronoun?,"Noun, Pronoun",Noun
The swimming pool staff is on strike.,Is the word 'staff' a noun or a pronoun?,"Noun, Pronoun",Noun
The swimming pool staff is on strike.,Is the word 'strike' a noun or a pronoun?,"Noun, Pronoun",Noun
This gymnasium shelters homeless people during wintertime.,Is the word 'gymnasium' a noun or a pronoun?,"Noun, Pronoun",Noun
This gymnasium shelters homeless people during wintertime.,Is the word 'shelters' a noun or a pronoun?,"Noun, Pronoun",Noun
This gymnasium shelters homeless people during wintertime.,Is the word 'people' a noun or a pronoun?,"Noun, Pronoun",Noun
This gymnasium shelters homeless people during wintertime.,Is the word 'wintertime' a noun or a pronoun?,"Noun, Pronoun",Noun
They arranged to meet in front of the stadium.,Is the word 'They' a noun or a pronoun?,"Noun, Pronoun",Pronoun
They arranged to meet in front of the stadium.,Is the word 'front' a noun or a pronoun?,"Noun, Pronoun",Noun
They arranged to meet in front of the stadium.,Is the word 'stadium' a noun or a pronoun?,"Noun, Pronoun",Noun
The park is closed to public because of the snow.,Is the word 'park' a noun or a pronoun?,"Noun, Pronoun",Noun
The park is closed to public because of the snow.,Is the word 'public' a noun or a pronoun?,"Noun, Pronoun",Noun
The park is closed to public because of the snow.,Is the word 'snow' a noun or a pronoun?,"Noun, Pronoun",Noun
It is forbidden to walk on the mawn.,Is the word 'It' a noun or a pronoun?,"Noun, Pronoun",Pronoun
It is forbidden to walk on the mawn.,Is the word 'mawn' a noun or a pronoun?,"Noun, Pronoun",Noun
The factory was occupied by the workers this morning.,Is the word 'factory' a noun or a pronoun?,"Noun, Pronoun",Noun
The factory was occupied by the workers this morning.,Is the word 'workers' a noun or a pronoun?,"Noun, Pronoun",Noun
The factory was occupied by the workers this morning.,Is the word 'morning' a noun or a pronoun?,"Noun, Pronoun",Noun
Inhabitants demonstrate against the construction of the waste management facility.,Is the word 'Inhabitants' a noun or a pronoun?,"Noun, Pronoun",Noun
Inhabitants demonstrate against the construction of the waste management facility.,Is the word 'construction' a noun or a pronoun?,"Noun, Pronoun",Noun
Inhabitants demonstrate against the construction of the waste management facility.,Is the word 'facility' a noun or a pronoun?,"Noun, Pronoun",Noun
The noise of the factory was deafening.,Is the word 'noise' a noun or a pronoun?,"Noun, Pronoun",Noun
The noise of the factory was deafening.,Is the word 'factory' a noun or a pronoun?,"Noun, Pronoun",Noun
Power was cut due to an incident at the power plant.,Is the word 'Power' a noun or a pronoun?,"Noun, Pronoun",Noun
Power was cut due to an incident at the power plant.,Is the word 'incident' a noun or a pronoun?,"Noun, Pronoun",Noun
Power was cut due to an incident at the power plant.,Is the word 'power' a noun or a pronoun?,"Noun, Pronoun",Noun
Power was cut due to an incident at the power plant.,Is the word 'plant' a noun or a pronoun?,"Noun, Pronoun",Noun
She went to the hairdresser this morning.,Is the word 'She' a noun or a pronoun?,"Noun, Pronoun",Pronoun
She went to the hairdresser this morning.,Is the word 'hairdresser' a noun or a pronoun?,"Noun, Pronoun",Noun
She went to the hairdresser this morning.,Is the word 'morning' a noun or a pronoun?,"Noun, Pronoun",Noun
The beauty-parlor is very convivial.,Is the word 'beauty' a noun or a pronoun?,"Noun, Pronoun",Noun
The beauty-parlor is very convivial.,Is the word 'parlor' a noun or a pronoun?,"Noun, Pronoun",Noun
They have a subscription for manicures.,Is the word 'They' a noun or a pronoun?,"Noun, Pronoun",Pronoun
They have a subscription for manicures.,Is the word 'subscription' a noun or a pronoun?,"Noun, Pronoun",Noun
They have a subscription for manicures.,Is the word 'manicures' a noun or a pronoun?,"Noun, Pronoun",Noun
She had a pedicure.,Is the word 'She' a noun or a pronoun?,"Noun, Pronoun",Pronoun
She had a pedicure.,Is the word 'pedicure' a noun or a pronoun?,"Noun, Pronoun",Noun
He is looking for his keys under the floor lamp.,Is the word 'He' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He is looking for his keys under the floor lamp.,Is the word 'his' a noun or a pronoun?,"Noun, Pronoun",Pronoun
He is looking for his keys under the floor lamp.,Is the word 'keys' a noun or a pronoun?,"Noun, Pronoun",Noun
He is looking for his keys under the floor lamp.,Is the word 'floor' a noun or a pronoun?,"Noun, Pronoun",Noun
He is looking for his keys under the floor lamp.,Is the word 'lamp' a noun or a pronoun?,"Noun, Pronoun",Noun
