Satz,Frage,Optionen,Richtige Antwort
Der Reis ist in dem Kühlschrank,Was ist das Geschlecht des Wortes 'Kühlschrank'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Der Reis ist in dem Kühlschrank,Welcher Fall wird für das Wort 'Kühlschrank' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Ein Nachhilfelehrer gibt ihm regelmäßig Nachhilfe.,Was ist das Geschlecht des Wortes 'Nachhilfelehrer'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Ein Nachhilfelehrer gibt ihm regelmäßig Nachhilfe.,Welcher Fall wird für das Wort 'Nachhilfelehrer' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Ein Nachhilfelehrer gibt ihm regelmäßig Nachhilfe.,Was ist das Geschlecht des Wortes 'Nachhilfe'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Ein Nachhilfelehrer gibt ihm regelmäßig Nachhilfe.,Welcher Fall wird für das Wort 'Nachhilfe' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
"Er vergibt leicht, aber er vergisst nichts..",Was ist das Geschlecht des Wortes '..'?,"['maskulin', 'feminin', 'neutral']",['Neut']
"Er vergibt leicht, aber er vergisst nichts..",Welcher Fall wird für das Wort '..' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Die Schuldenkrise verschlimmert sich in jüngster Zeit.,Was ist das Geschlecht des Wortes 'Schuldenkrise'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Schuldenkrise verschlimmert sich in jüngster Zeit.,Welcher Fall wird für das Wort 'Schuldenkrise' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Schuldenkrise verschlimmert sich in jüngster Zeit.,Was ist das Geschlecht des Wortes 'Zeit'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Schuldenkrise verschlimmert sich in jüngster Zeit.,Welcher Fall wird für das Wort 'Zeit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Er hat seine Arbeit auf intelligente Weise geplant.,Was ist das Geschlecht des Wortes 'Arbeit'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Er hat seine Arbeit auf intelligente Weise geplant.,Welcher Fall wird für das Wort 'Arbeit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er hat seine Arbeit auf intelligente Weise geplant.,Was ist das Geschlecht des Wortes 'Weise'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Er hat seine Arbeit auf intelligente Weise geplant.,Welcher Fall wird für das Wort 'Weise' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Ich kann dieses Wochenende eventuell vorbeikommen.,Was ist das Geschlecht des Wortes 'Wochenende'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Ich kann dieses Wochenende eventuell vorbeikommen.,Welcher Fall wird für das Wort 'Wochenende' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Montags gehe ich fröhlich zur Arbeit.,Was ist das Geschlecht des Wortes 'Arbeit'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Montags gehe ich fröhlich zur Arbeit.,Welcher Fall wird für das Wort 'Arbeit' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Sofort nach den Wahlen ist er in Urlaub gefahren.,Was ist das Geschlecht des Wortes 'Wahlen'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Sofort nach den Wahlen ist er in Urlaub gefahren.,Welcher Fall wird für das Wort 'Wahlen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Sofort nach den Wahlen ist er in Urlaub gefahren.,Was ist das Geschlecht des Wortes 'Urlaub'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Sofort nach den Wahlen ist er in Urlaub gefahren.,Welcher Fall wird für das Wort 'Urlaub' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
"Ich habe vollkommen vergessen, dir dein Buch mitzubringen.",Was ist das Geschlecht des Wortes 'Buch'?,"['maskulin', 'feminin', 'neutral']",['Neut']
"Ich habe vollkommen vergessen, dir dein Buch mitzubringen.",Welcher Fall wird für das Wort 'Buch' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er hat die Stämme fest mit einem Seil zusammengebunden.,Was ist das Geschlecht des Wortes 'Stämme'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Er hat die Stämme fest mit einem Seil zusammengebunden.,Welcher Fall wird für das Wort 'Stämme' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er hat die Stämme fest mit einem Seil zusammengebunden.,Was ist das Geschlecht des Wortes 'Seil'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Er hat die Stämme fest mit einem Seil zusammengebunden.,Welcher Fall wird für das Wort 'Seil' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
"Ganz ehrlich, glaubst du deine Meinung wird etwas ändern?",Was ist das Geschlecht des Wortes 'Meinung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Ganz ehrlich, glaubst du deine Meinung wird etwas ändern?",Welcher Fall wird für das Wort 'Meinung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Sein Sohn hat einfach sein Studium aufgegeben.,Was ist das Geschlecht des Wortes 'Sohn'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Sein Sohn hat einfach sein Studium aufgegeben.,Welcher Fall wird für das Wort 'Sohn' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Sein Sohn hat einfach sein Studium aufgegeben.,Was ist das Geschlecht des Wortes 'Studium'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Sein Sohn hat einfach sein Studium aufgegeben.,Welcher Fall wird für das Wort 'Studium' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Die Heuschrecken zerstören regelmäßig den Anbau.,Was ist das Geschlecht des Wortes 'Heuschrecken'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Heuschrecken zerstören regelmäßig den Anbau.,Welcher Fall wird für das Wort 'Heuschrecken' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Heuschrecken zerstören regelmäßig den Anbau.,Was ist das Geschlecht des Wortes 'Anbau'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Die Heuschrecken zerstören regelmäßig den Anbau.,Welcher Fall wird für das Wort 'Anbau' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Die Situation wird wahrscheinlich eskalieren.,Was ist das Geschlecht des Wortes 'Situation'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Situation wird wahrscheinlich eskalieren.,Welcher Fall wird für das Wort 'Situation' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Sie haben offenbar nicht auf die Provokation reagiert.,Was ist das Geschlecht des Wortes 'Provokation'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Sie haben offenbar nicht auf die Provokation reagiert.,Welcher Fall wird für das Wort 'Provokation' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Er fing seelenruhig wieder von vorne an mit der Rechnung.,Was ist das Geschlecht des Wortes 'Rechnung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Er fing seelenruhig wieder von vorne an mit der Rechnung.,Welcher Fall wird für das Wort 'Rechnung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Sie haben gestern Abend lange miteinander gesprochen und haben sich vertragen.,Was ist das Geschlecht des Wortes 'Abend'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Sie haben gestern Abend lange miteinander gesprochen und haben sich vertragen.,Welcher Fall wird für das Wort 'Abend' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Das Land hat reichlich unter der Wirtschaftskrise gelitten,Was ist das Geschlecht des Wortes 'Land'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Das Land hat reichlich unter der Wirtschaftskrise gelitten,Welcher Fall wird für das Wort 'Land' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Das Land hat reichlich unter der Wirtschaftskrise gelitten,Was ist das Geschlecht des Wortes 'Wirtschaftskrise'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Das Land hat reichlich unter der Wirtschaftskrise gelitten,Welcher Fall wird für das Wort 'Wirtschaftskrise' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Es gibt sicherlich eine bessere Erklärung.,Was ist das Geschlecht des Wortes 'Erklärung'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Es gibt sicherlich eine bessere Erklärung.,Welcher Fall wird für das Wort 'Erklärung' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Genau aus diesem Grund bin ich nicht gekommen.,Was ist das Geschlecht des Wortes 'Grund'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Genau aus diesem Grund bin ich nicht gekommen.,Welcher Fall wird für das Wort 'Grund' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Er macht diese Geste ganz mechanisch.,Was ist das Geschlecht des Wortes 'Geste'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Er macht diese Geste ganz mechanisch.,Welcher Fall wird für das Wort 'Geste' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
"Hör zu, ich spreche ernsthaft mit dir.",Was ist das Geschlecht des Wortes 'Hör'?,"['maskulin', 'feminin', 'neutral']",['Fem']
"Hör zu, ich spreche ernsthaft mit dir.",Welcher Fall wird für das Wort 'Hör' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Er hat seine Ländereien großzügig verteilt.,Was ist das Geschlecht des Wortes 'Ländereien'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Er hat seine Ländereien großzügig verteilt.,Welcher Fall wird für das Wort 'Ländereien' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Die Mutter beschützt instinktiv ihr Kleines.,Was ist das Geschlecht des Wortes 'Mutter'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Mutter beschützt instinktiv ihr Kleines.,Welcher Fall wird für das Wort 'Mutter' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Mutter beschützt instinktiv ihr Kleines.,Was ist das Geschlecht des Wortes 'Kleines'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Die Mutter beschützt instinktiv ihr Kleines.,Welcher Fall wird für das Wort 'Kleines' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Ich glaube, ich habe einen Panther gesehen.",Was ist das Geschlecht des Wortes 'Panther'?,"['maskulin', 'feminin', 'neutral']",['Masc']
"Ich glaube, ich habe einen Panther gesehen.",Welcher Fall wird für das Wort 'Panther' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Die Antilope hat vor dem Löwen reißaus genommen.,Was ist das Geschlecht des Wortes 'Antilope'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Antilope hat vor dem Löwen reißaus genommen.,Welcher Fall wird für das Wort 'Antilope' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Antilope hat vor dem Löwen reißaus genommen.,Was ist das Geschlecht des Wortes 'Löwen'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Die Antilope hat vor dem Löwen reißaus genommen.,Welcher Fall wird für das Wort 'Löwen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Das Meerschweinchen ist ein Nagetier.,Was ist das Geschlecht des Wortes 'Meerschweinchen'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Das Meerschweinchen ist ein Nagetier.,Welcher Fall wird für das Wort 'Meerschweinchen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Das Meerschweinchen ist ein Nagetier.,Was ist das Geschlecht des Wortes 'Nagetier'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Das Meerschweinchen ist ein Nagetier.,Welcher Fall wird für das Wort 'Nagetier' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Der Hamster nagt an den Stäben seines Käfigs.,Was ist das Geschlecht des Wortes 'Hamster'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Der Hamster nagt an den Stäben seines Käfigs.,Welcher Fall wird für das Wort 'Hamster' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Der Hamster nagt an den Stäben seines Käfigs.,Was ist das Geschlecht des Wortes 'Stäben'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Der Hamster nagt an den Stäben seines Käfigs.,Welcher Fall wird für das Wort 'Stäben' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Der Hamster nagt an den Stäben seines Käfigs.,Was ist das Geschlecht des Wortes 'Käfigs'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Der Hamster nagt an den Stäben seines Käfigs.,Welcher Fall wird für das Wort 'Käfigs' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Die rosafarbenen Flamingos können in extremen Bedingungen leben.,Was ist das Geschlecht des Wortes 'Flamingos'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Die rosafarbenen Flamingos können in extremen Bedingungen leben.,Welcher Fall wird für das Wort 'Flamingos' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die rosafarbenen Flamingos können in extremen Bedingungen leben.,Was ist das Geschlecht des Wortes 'Bedingungen'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die rosafarbenen Flamingos können in extremen Bedingungen leben.,Welcher Fall wird für das Wort 'Bedingungen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Das Kaninchen versteckte sich in seinem Bau.,Was ist das Geschlecht des Wortes 'Kaninchen'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Das Kaninchen versteckte sich in seinem Bau.,Welcher Fall wird für das Wort 'Kaninchen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Das Kaninchen versteckte sich in seinem Bau.,Was ist das Geschlecht des Wortes 'Bau'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Das Kaninchen versteckte sich in seinem Bau.,Welcher Fall wird für das Wort 'Bau' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Der Hase wurde von den Scheinwerfern geblendet.,Was ist das Geschlecht des Wortes 'Hase'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Der Hase wurde von den Scheinwerfern geblendet.,Welcher Fall wird für das Wort 'Hase' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Der Hase wurde von den Scheinwerfern geblendet.,Was ist das Geschlecht des Wortes 'Scheinwerfern'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Der Hase wurde von den Scheinwerfern geblendet.,Welcher Fall wird für das Wort 'Scheinwerfern' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Das Eichhörnchen sprang vom Baum.,Was ist das Geschlecht des Wortes 'Eichhörnchen'?,"['maskulin', 'feminin', 'neutral']",['Neut']
Das Eichhörnchen sprang vom Baum.,Welcher Fall wird für das Wort 'Eichhörnchen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Das Eichhörnchen sprang vom Baum.,Was ist das Geschlecht des Wortes 'Baum'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Das Eichhörnchen sprang vom Baum.,Welcher Fall wird für das Wort 'Baum' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Die Gans stürzte sich auf den kleinen Jungen.,Was ist das Geschlecht des Wortes 'Jungen'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Die Gans stürzte sich auf den kleinen Jungen.,Welcher Fall wird für das Wort 'Jungen' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Die Pute gluckste beim Anblick des Truthahns.,Was ist das Geschlecht des Wortes 'Pute'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Pute gluckste beim Anblick des Truthahns.,Welcher Fall wird für das Wort 'Pute' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Pute gluckste beim Anblick des Truthahns.,Was ist das Geschlecht des Wortes 'Anblick'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Die Pute gluckste beim Anblick des Truthahns.,Welcher Fall wird für das Wort 'Anblick' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Die Pute gluckste beim Anblick des Truthahns.,Was ist das Geschlecht des Wortes 'Truthahns'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Die Pute gluckste beim Anblick des Truthahns.,Welcher Fall wird für das Wort 'Truthahns' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Gen']
Der Truthahn ist gestern Abend gegessen worden,Was ist das Geschlecht des Wortes 'Truthahn'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Der Truthahn ist gestern Abend gegessen worden,Welcher Fall wird für das Wort 'Truthahn' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Der Truthahn ist gestern Abend gegessen worden,Was ist das Geschlecht des Wortes 'Abend'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Der Truthahn ist gestern Abend gegessen worden,Welcher Fall wird für das Wort 'Abend' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
Die Hirschkuh ist in Alarmbereitschaft,Was ist das Geschlecht des Wortes 'Hirschkuh'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Hirschkuh ist in Alarmbereitschaft,Welcher Fall wird für das Wort 'Hirschkuh' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Die Hirschkuh ist in Alarmbereitschaft,Was ist das Geschlecht des Wortes 'Alarmbereitschaft'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Die Hirschkuh ist in Alarmbereitschaft,Welcher Fall wird für das Wort 'Alarmbereitschaft' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Der Hirsch wird von den Hunden verfolgt.,Was ist das Geschlecht des Wortes 'Hunden'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Der Hirsch wird von den Hunden verfolgt.,Welcher Fall wird für das Wort 'Hunden' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Das Rehkitz saugt bei seiner Mutter.,Was ist das Geschlecht des Wortes 'Rehkitz'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Das Rehkitz saugt bei seiner Mutter.,Welcher Fall wird für das Wort 'Rehkitz' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Das Rehkitz saugt bei seiner Mutter.,Was ist das Geschlecht des Wortes 'Mutter'?,"['maskulin', 'feminin', 'neutral']",['Fem']
Das Rehkitz saugt bei seiner Mutter.,Welcher Fall wird für das Wort 'Mutter' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Die Hyäne lacht laut höhnisch.,Was ist das Geschlecht des Wortes 'Hyäne'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Die Hyäne lacht laut höhnisch.,Welcher Fall wird für das Wort 'Hyäne' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Das Dromedar hat nur einen Höcker, im Gegensatz zum Kamel, welches zwei hat.",Was ist das Geschlecht des Wortes 'Dromedar'?,"['maskulin', 'feminin', 'neutral']",['Neut']
"Das Dromedar hat nur einen Höcker, im Gegensatz zum Kamel, welches zwei hat.",Welcher Fall wird für das Wort 'Dromedar' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
"Das Dromedar hat nur einen Höcker, im Gegensatz zum Kamel, welches zwei hat.",Was ist das Geschlecht des Wortes 'Höcker'?,"['maskulin', 'feminin', 'neutral']",['Masc']
"Das Dromedar hat nur einen Höcker, im Gegensatz zum Kamel, welches zwei hat.",Welcher Fall wird für das Wort 'Höcker' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Acc']
"Das Dromedar hat nur einen Höcker, im Gegensatz zum Kamel, welches zwei hat.",Was ist das Geschlecht des Wortes 'Gegensatz'?,"['maskulin', 'feminin', 'neutral']",['Masc']
"Das Dromedar hat nur einen Höcker, im Gegensatz zum Kamel, welches zwei hat.",Welcher Fall wird für das Wort 'Gegensatz' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
"Das Dromedar hat nur einen Höcker, im Gegensatz zum Kamel, welches zwei hat.",Was ist das Geschlecht des Wortes 'Kamel'?,"['maskulin', 'feminin', 'neutral']",['Neut']
"Das Dromedar hat nur einen Höcker, im Gegensatz zum Kamel, welches zwei hat.",Welcher Fall wird für das Wort 'Kamel' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Ein Stich vom Skorpion kann tödlich sein.,Was ist das Geschlecht des Wortes 'Stich'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Ein Stich vom Skorpion kann tödlich sein.,Welcher Fall wird für das Wort 'Stich' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Nom']
Ein Stich vom Skorpion kann tödlich sein.,Was ist das Geschlecht des Wortes 'Skorpion'?,"['maskulin', 'feminin', 'neutral']",['Masc']
Ein Stich vom Skorpion kann tödlich sein.,Welcher Fall wird für das Wort 'Skorpion' verwendet?,"['Nominativ', 'Genitiv', 'Dativ', 'Akkusativ']",['Dat']
Der Igel kugelte sich ein um sich zu beschützen.,Was ist das Geschlecht des Wortes 'Igel'?,"['maskulin', 'feminin', 'neutral']",['Masc']
